model,pozitsiya,narx,yil,km,yonilgi,kraska,rang,hudud,posted_date
#Nexia 2,Sons,"4,800$",2015,315.000,Benzin + Metan ,,Oq,,2024-09
#Cobalt,2,"8,700$",2014,309.000,Benzin + Gaz ,,Mokriy,Farg'ona ,2024-09
#Monza,1.5L,"18,500$",2024,7.500,Benzin ,,Qora,,2024-09
#Gentra,3,"12,900$",2020,59.000,Benzin ,,Qora,,2024-09
#Cobalt,2,"11,000$",2019,55.000,Benzin + Metan ,,Oq,,2024-09
#Gentra,3,"10,800$",2017,212.000,Benzin+ metan 4 pok ,,Oq,Toshkent,2024-09
#Nexia 3,Avtomat,"9,000$",2020,203.000,Benzin + Metan 4 pok ,,Oq,,2024-09
#Nexia 2,1.6L,"7,200$",2014,270.000,Benzin + Gaz ,,Oq,Namangan,2024-09
#Gentra,Mexanika,"11,250$",2021,68.500,Benzin + Metan 4 pok ✅ navorot bor ,,Oq,,2024-09
#Tracker 2,Premier,"19,100$",2023,13.000,Benzin ,,Oq,,2024-09
#Cobalt ,4,"11,800$",2022,57.000,Benzin + Gaz ,,Oq,,2024-09
#Tracker 2,LTZ,"16,800$",2023,38.000,Benzin ,,Qora,,2024-09
#Cobalt,4,"12,750$",2024,0,Benzin ,,Oq,,2024-09
#Gentra,3,"13,700$",2022,90.000,Benzin + Propan ,,Oq,Farg'ona ,2024-09
#Onix,3,"12,800$",2023,2.800,Benzin ,,Oq,,2024-09
#Nexia 3,2,"10,100$",2022,31.000,Benzin + Metan 4 pok ,,Oq,Toshkent,2024-09
#Matiz,3,"5,700$",2016,29.000,Benzin ,,Mokriy,Farg'ona,2024-09
#Cobalt,4,"13,100$",2024,30,Benzin ,,Oq,,2024-09
#Gentra ,L-Style,"15,300$",2023,3.000,Benzin + Propan ,,Qora,,2024-09
#Gentra ,3,"13,500$",2022,100.000,Benzin ,,Qora,,2024-09
#Cobalt,3,"9,500$",2015,185.000,Benzin + Metan ,,Rasmda,,2024-09
#Gentra ,2,"8,500$",2013,124.000,Benzin + Metan ,,Oq,,2024-09
#Gentra ,3,"10,300$",2017,124.000,Benzin + Metan ,,Oq,,2024-09
#Cobalt,4,"13,100$",2024,,Benzin ,,Oq,Toshkent,2024-09
#Cobalt,4,"12,200$",2022,73.000,Benzin + Metan  ,,Oq,,2024-09
#Spark,2,"4,100$",2013,168.000,Benzin + Gaz ,,Oq,,2024-09
#Nexia 1,Sons,"4,400$",2006,479.000,Benzin + Metan ,,Oq,,2024-09
#Nexia 3  ,Euro,"8,500$",2018,141.000,Benzin + Propan ,15%,Oq,Toshkent,2024-09
#Gentra,3,"12,300$",2020,125.000,Benzin + Metan  ,,Oq,,2024-09
#Cobalt ,4,"12,500$",2023,17.700,Benzin  ,,Oq,,2024-09
#Nexia 2,Prostoy,"8,800$",2012,800,Benzin  ,,Oq,,2024-09
#Nexia 3,3,"9,500$",2019,50.500,Benzin  ,,Oq,,2024-09
#Gentra ,3,"14,500$",2022,75.257,Benzin + gaz ,,Oq,,2024-09
#Cobalt ,4,"13,100$",2024,0,Benzin  ,,Oq,,2024-09
#Nexia 2,1,"4,800$",2015,370.000,Benzin + gaz ,,Oq,,2024-09
#Nexia 2,1.5,"6,500$",2015,198.000,Benzin  ,,Oq,,2024-09
#Damas ,2,"8,200$",2024,5.000,Benzin + gaz ,,Oq,Toshkent,2024-09
#Mercedes Benz,w203,"7,500$",2001,350.000,Benzin  ,,Metalicca,,2024-09
#Cobalt ,4,"13,100$",2024,727,Benzin ,,Oq,,2024-09
#Gentra ,2,"12,600$",2023,58.000,Benzin + gaz 4 pok ,,Oq,,2024-09
#Tico ,Deluxe,"2,800$",1999,,Benzin  ,10%,Sprayt,,2024-09
#Gentra ,1,"9,999$",2019,149.000,Benzin + gaz ,,Oq,,2024-09
#Cobalt ,4,"12,950$",2024,35,Benzin  ,,Oq,Toshkent,2024-09
#Nexia 2,DOHC,"5,799$",2016,100.000,Benzin  ,,Oq,,2024-09
#Labo,1,"6,500$",2019,113.000,Benzin + gaz ,,Oq,,2024-09
#Nexia 2,1.6,"4,700$",2009,424.000,Benzin + gaz ,,Qora,,2024-09
#Nexia 3 Ravon,2,"8,700$",2019,90.000,Benzin + metan ,,Jeko,,2024-09
#Gentra,3,"10,800$",2017,212.000,Benzin+ metan 4 pok ,,Oq,Toshkent,2024-09
#Nexia 2,1.6,"3,600$",2009,474.000,Benzin + metan  ,,Stalnoy,,2024-09
#Nexia 3 ,3,"10,000$",2020,46.100,Benzin + Gaz 4 pok ,,Qora,,2024-09
#Damas,2,"7,950$",2024,24,Benzin  ,,Oq,,2024-09
#Gentra,3,"9,900$",2014,167.000,Benzin + Propan  ,,Qora,,2024-09
#Spark,3,"6,000$",2013,270.000,Benzin + Metan ,,Oq,,2024-09
#Gentra,1,"10,000$",2018,125.000,Benzin ,,Oq,,2024-09
#Spark,2,"7,500$",2019,107.000,Benzin + Metan 4 pok  ,30%,Oq,Toshkent ,2024-09
#Lada Largus,2,"7,500$",2015,165.000,Benzin + Propan ,,Rasmda,,2024-09
#Cobalt ,4,"13,000$",2024,3.000,Benzin  ,,Oq,Buxoro,2024-09
#Cobalt ,4,"12,000$",2023,38.000,Benzin  ,,Oq,,2024-09
#Lacetti ,1.6,"11,000$",2014,193.500,Benzin + Gaz 4 pok  ,,Qora,,2024-09
#Malibu 2 ,Primer,"32,000$",2022,9.600,Benzin  ,,Qora,,2024-09
#Spark,4,"10,000$",2022,58.000,Benzin + Gaz ,,Oq,,2024-09
#Cobalt,4,"13,200$",2024,1.207,Benzin ,,Oq,,2024-09
#Tracker 2,Premier,"17,500$",2023,20.000,Benzin ,,Qora,,2024-09
#Malibu 1,3,"13,500$",2012,125.000,Benzin ,,Choco,,2024-09
#Captiva,1,"12,000$",2010,194.000,Benzin ,,Qora,,2024-09
#Gentra ,1,"11,000$",2020,90.000,Benzin + Propan ,,Oq,,2024-09
#Lacetti,3,"5,800$",2010,600.000,Benzin + Gaz ,,Oq,,2024-09
#Cobalt,Mexanika,"10,000$",2020,123.000,Benzin + Metan 4 pok ,,Oq,,2024-09
#Spark,2,"6,500$",2012,87.500,Benzin ,,Oq,,2024-09
#Cobalt,4,"12,500$",2023,10.000,Benzin ,,Oq,,2024-09
#Cobalt,GX-STYLE,"13,100$",2024,120,Benzin ,,Oq,,2024-09
#Matiz,Best,"4,800$",2017,192.000,Benzin + Gaz ,,Rasmda,,2024-09
#Cobalt,4,"13,400$",2024,,Benzin ,,Oq,Sirdaryo,2024-09
#Honda accord,4,"9,000$",2008,310.000,Benzin + Propan ,,Rasmda,,2024-09
#Tracker 1,3,"14,000$",2019,73.000,Benzin + Propan ,,Oq,,2024-09
#Gentra ,Euro,"9,600$",2014,197.600,Benzin + Metan ,,Oq,,2024-09
#Spark,1,"5,500$",2015,141.000,Benzin ,,Kulrang,,2024-09
#Nexia 2,Hybrid,"5,400$",2014,213.000,Benzin + Gaz ,,Delfin,,2024-09
#Gentra,1,"9,800$",2019,204.000,Benzin ,,Oq,,2024-09
#Cobalt,2,"9,500$",2018,250.000,Benzin + Metan  ,,Oq,,2024-09
#Lada Largus ,2,"13,800$",2021,135.000,Benzin + Metan  ,,Rasmda,,2024-09
#Cobalt,4,"9,500$",2015,250.000,Benzin + Metan ,,Oq,,2024-09
#Gentra, 🔄Kraska:,"11,000$",2017,125.000,Benzin + Gaz 4 pok  ,,Oq,,2024-09
#Nexia 3, 🔄Kraska:,"8,500$",2018,138.000,Benzin + Gaz 4 pok ,,Oq,,2024-09
#Tracker 2,Premier,"20,000$",2023,"11,000",Benzin ,,Qora,,2024-09
#Nexia 2,4,"6,000$",2010,310.000,Benzin + Gaz  ,10%,Bejeviymayk,,2024-09
#Labo ,1,"8,000$",2021,18.300,Benzin + Gaz  ,,Oq,,2024-09
#Spark ,2,"9,000$",2018,98.000,Benzin + Gaz  ,,Oq,,2024-09
#Zeekr 001 Z Sport ,Full,"48,000$",2023,0,Electro 616 km ,,Qora,Toshkent,2024-09
#Lada Xray,2,"7,850$",2018,120.000,Benzin ,,Gilos,,2024-09
#Matiz,MX,"3,400$",2007,450.000,Benzin + Metan ,,Oq,,2024-09
#Spark,4,"9,000$",2017,62.600,Benzin ,,Delfin,,2024-09
#Cobalt,4,"12,800$",2024,14,Benzin ,,Oq,Toshkent,2024-09
#Matiz,Best,"5,100$",2018,153.000,Benzin ,,Oq,Toshkent,2024-09
#Cobalt,4,"13,300$",2024,900,Benzin ,,Oq,Qashqadaryo,2024-09
#Cobalt,4,"12,900$",2024,10.500,Benzin ,,Oq,,2024-09
#Nexia 3  ,Euro,"8,500$",2018,141.000,Benzin + Propan ,15%,Oq,Toshkent,2024-09
#Kia 2700,Dubl,"21,000$",2023,30.000,Dizel ,,Oq,,2024-09
#Gentra ,2,"7,500$",2016,151.000,Benzin ,,Bardoviy,,2024-09
#Cobalt,4,"13,200$",2024,9.000,Benzin ,,Oq,Andijon,2024-09
#Cobalt,4,"11,900$",2022,42.000,Benzin ,,Oq,,2024-09
#Nexia 2,1,"4,800$",2015,370.000,Benzin + Gaz ,,Oq,,2024-09
#Onix,1,"12,000$",2023,8.400,Benzin ,,Qora,Namangan,2024-09
#Gentra ,Euro,"9,600$",2014,197.600,Benzin + Metan ,,Oq,,2024-09
#Gentra ,2,"12,000$",2022,14.900,Benzin + Propan ,,Oq,,2024-09
#Gentra ,3,"12,300$",2020,90.000,Benzin + Propan 4 pok ,,Oq,,2024-09
#Nexia 2,Luxe,"6,700$",2014,70.200,Benzin + Propan ,,Oq,,2024-09
#Spark,2,"6,500$",2015,134.000,Benzin + Metan ,,Serebrestiy,,2024-09
#Damas ,2,"8,600$",2024,3.200,Benzin + Metan ,,Oq,,2024-09
#Captiva,Avtomat,"16,500$",2013,170.000,Benzin + Propan ,,Qora,,2024-09
#Cobalt ,4,"13,300$",2024,3.600,Benzin  ,,Oq,,2024-09
#Nexia 3,2,"8,100$",2016,80.000,Benzin + Gaz ,,Rasmda,,2024-09
#Lada Largus,2,"7,500$",2015,595.000,Benzin + Propan ,,Rasmda,,2024-09
#Gentra ,Elegant,"13,800$",2021,81.000,Benzin + Gaz 4 pok ,,Qora,Namangan,2024-09
#Nexia 2,1.5L,"6,500$",2015,57.000,Benzin ,,Metalika,,2024-09
#Cobalt,4,"10,000$",2015,250.000,Benzin + Metan ,,Oq,,2024-09
#Cobalt,4,"13,000$",2024,400,Benzin ,,Qora,,2024-09
#Cobalt,4,"13,150$",2024,0,Benzin ,,Oq,,2024-09
#Matiz ,Best,"2,300$",2010,470.000,Benzin ,,Qora,,2024-09
#Gentra ,2,"9,600$",2016,103.000,Benzin ,,Mokriy,Toshkent,2024-09
#Hundai Creta,Atmasferniy,"19,500$",2021,45.000,Benzin ,,Rasmda,,2024-09
#Gentra ,3,"15,800$",2022,21.600,Benzin ,,Qora,Jizzax,2024-09
#Cobalt,4,"11,800$",2020,53.750,Benzin + Gaz ,,Oq,Toshkent,2024-09
#Gentra ,3,"13,300$",2021,61.000,Benzin ,,Mokri,,2024-09
#Neta GA,2,"35,000$",2023,0,Electro 560 km ,,Oq,Toshkent,2024-09
#Nexia 2,1.6L,"4,800$",2009,467.000,Benzin + Gaz ,,Oq,,2024-09
#Cobalt,4,"13,300$",2024,300,Benzin ,,Summit,,2024-09
#Gentra ,1,"11,000$",2020,30.000,Benzin ,,Mokriy,,2024-09
#Tracker 1,Premier,"13,100$",2019,114.000,Benzin ,,Jemchek,,2024-09
#Spark,4,"8,000$",2018,122.161,Benzin + Metan ,,Oq,,2024-09
#Gentra ,3,"13,000$",2022,45.000,Benzin ,,Oq,,2024-09
#Lacetti,3,"9,000$",2013,87.000,Benzin ,,Kulrang,,2024-09
#Trailblazer,"Avtomat,","26,000$",2020,72.000,Benzin ,,Qora,,2024-09
#Malibu 2,Premier,"29,000$",2022,29.500,Benzin ,,Qora,,2024-09
#Mercedes Benz S Klass W221 ,Gibrid,"28,900$",2010,157.000,Benzin + Electro ,,Qora,,2024-09
#Cobalt,2,"9,500$",2015,160.000,Benzin ,,Oq,,2024-09
#Gentra ,3,"15,000$",2023,9.150,Benzin ,,Oq,,2024-09
#Nexia 3,3,"9,500$",2018,228.000,Benzin + Metan ,,Oq,,2024-09
#Gentra,3,"10,800$",2017,212.000,Benzin+ metan 4 pok ,,Oq,Toshkent,2024-09
#Gentra,1,"9,999$",2019,149.000,Benzin + Metan ,,Oq,,2024-09
#Tracker 2,Premier,"18,500$",2023,36.000,Benzin ,,Qora,Toshkent,2024-09
#Gentra ,3,"15,800$",2023,4.700,Benzin ,,Qora,Namangan,2024-09
#Cobalt,4,"12,000$",2022,80.000,Benzin + Propan 4 pok ,,Mokriy,,2024-09
#Gentra ,2,"8,100$",2015,270.000,Benzin + Gaz 4 pok ,,Rasmda,,2024-09
#Cobalt,Avtomat,"11,199$",2021,59.000,Benzin ,,Oq,Toshkent,2024-09
#Gentra ,2,"8,700$",2014,185.700,Benzin + Metan 4 pok ,,Delfin,,2024-09
#Monza,1.5,"16,400$",2023,19.600,Benzin ,,Qora,,2024-09
#Tracker 2,Red,"18,000$",2021,45.500,Benzin ,,Qora,,2024-09
#Cobalt ,1,"8,500$",2013,130.000,Benzin + Gaz ,,Qora,,2024-09
#Nexia 3  ,Euro,"8,800$",2018,141.000,Benzin + Propan ,15%,Oq,Toshkent,2024-09
#Gentra ,3,"13,800$",2021,120.000,Benzin + Metan ,,Oq,,2024-09
#Nexia 3,Mexanika,"7,700$",2018,123.000,Benzin  ,,Choco,,2024-09
#Cobalt ,A/T,"12,600$",2023,42.392,Benzin + Propan  ,,Oq,,2024-09
#Gentra,3,"12,650$",2021,71.000,Benzin + Gaz 4 pok ,,Oq,Toshkent,2024-09
#Nexia 3,4,"10,400$",2022,5.800,Benzin ,,Oq,,2024-09
#Gentra ,3,"12,900$",2020,21.922,Benzin ,,Oq,,2024-09
#Cobalt,3,"8,500$",2014,281.000,Benzin ,,Qora,,2024-09
#Cobalt,Avtomat,"12,700$",2022,112.000,Benzin + Gaz 4 pok ,,Oq,,2024-09
#Nexia 2,Dons,"3,950$",2011,460.000,Benzin + Metan ,,Oq,,2024-09
#Hyundai Sonata,5,"23,500$",2021,89.000,Benzin + Metan 4 pok ,,Rasmda,,2024-09
#Nexia 3,3,"10,000$",2018,227.000,Benzin + Metan ,,Oq,,2024-09
#Gentra ,4,"15,550$",2023,17.500,Benzin ,,Qora,Toshkent,2024-09
#Nexia 2,4,"7,000$",2016,154.000,Benzin + Metan ,,Oq,,2024-09
#Nexia 3,Mexanika,"7,700$",2018,123.000,Benzin  ,,Choco,,2024-09
#Nexia 3,Avtomat,"8,350$",2019,211.000,Benzin + Metan ,,Oq,,2024-09
#Gentra ,4,"14,000$",2022,64.000,Benzin + Metan 4 pok ,,Qora,,2024-09
#Lacetti,1.8L,"7,400$",2011,189.000,Benzin + Gaz 3 pok ,,Stalnoy,,2024-09
#Nexia 2,Sons,"3,500$",2009,560.000,Benzin + Gaz ,,Qora,,2024-09
#Nexia 2,Luxe,"6,000$",2008,65.000,Benzin + Gaz ,,Stalnoy,,2024-09
#Spark,3,"6,000$",2013,270.000,Benzin + Metan ,,Oq,,2024-09
#Gentra ,3,"9,800$",2016,174.000,Benzin + Gaz 4 pok  ,,Oq,Farg'ona,2024-09
#Gentra ,3,"14,500$",2023,31.000,Benzin + propan  ,,Mokriy,,2024-09
#Gentra ,3,"14,299$",2022,31.250,Benzin + propan 4 pok ,,Oq,Andijon,2024-09
#Chevrolet Blazer ,Avtomat,"5,200$",1996,215.000,Benzin  ,,Qora,,2024-09
#Spark ,3Mexanika,"8,000$",2020,85.000,Benzin  ,,Oq,Farg'ona,2024-09
#Malibu 3 ,3,"12,500$",2012,185.000,Benzin + propan  ,,Oq,,2024-09
#Tracker 2 ,LTZ,"20,200$",2024,10.700,Benzin + propan  ,,Qora,,2024-09
#Captiva ,3/4,"15,800$",2013,93.000,Benzin  ,,Oq,,2024-09
#Gentra,3,"15,900$",2023,11.400,Benzin + propan 48 talik ,,Qora,Qo'qon,2024-09
#Malibu 2,"2,4","21,900$",2019,63.000,Benzin  ,,Oq,,2024-09
#Heng Gong,3,"2,200$",2016,,Solyarka ,,Sariq,Qoraqalpog'iston,2024-09
#Nexia 2 ,DOHC,"7,000$",2015,124.320,Benzin + gaz ,,Oq,,2024-09
#Malibu 1,2,"12,500$",2013,195.000,Benzin + Gaz 4 pok ,,Qora,,2024-09
#Damas,Super,"8,500$",2024,15,Benzin  ,,Oq,,2024-09
#Cobalt,4,"8,400$",2013,147.000,Benzin + Metan 4 pok ,15%,Stalnoy,Namangan,2024-09
#Nexia 3 ,Mexanika,"8,800$",2018,43.000,Benzin + Metan ,,Oq,,2024-09
#Gentra,3,"12,500$",2018,73.000,Benzin + Propan (Polsha) ,,Oq,,2024-09
#Cobalt ,4,"10,500$",2018,124.000,Benzin + gaz 4 pok ,,Oq,,2024-09
#Spark ,2,"6,700$",2015,163.000,Benzin + gaz ,,Oq,,2024-09
#Nexia 3,3,"10,200$",2020,36.500,Benzin  ,,Oq,Toshkent,2024-09
#Gentra ,2,"12,500$",2022,43.500,Benzin + gaz ,,Oq,,2024-09
#Spark ,Avtomat,"8,800$",2021,130.000,Benzin + gaz ,,Oq,,2024-09
#Spark ,4,"8,600$",2020,118.000,Benzin  ,,Oq,,2024-09
#Labo #Changan ,6,"10,800$",2022,80.000,Benzin + gaz ,,Oq,,2024-09
#Jiguli 2106,2106,"2,450$",1989,,Benzin + gaz ,,Oq,Namangan,2024-09
#Gentra ,3,"16,000$",2023,2.700,Benzin  ,,Qora,,2024-09
#Cobalt ,3,"10,500$",2019,85.400,Benzin + gaz 4 pok ,,GK2,,2024-09
#Cobalt,4,"12,900$",2024,0,Benzin ,,Oq,,2024-09
#Lacetti ,3,"8,200$",2009,245.000,Benzin + Metan Gaz  ,,Stalnoy,,2024-09
#Malibu 2,Premier,"24,000$",2022,114.000,Benzin ,,Oq,,2024-09
#Nexia 2,1.6L,"5,700$",2010,343.000,Benzin + Metan ,,Oq,,2024-09
#Gentra ,3,"10,000$",2016,174.000,Benzin + Gaz 4 pok  ,,Oq,Farg'ona,2024-09
#Labo,1,"8,300$",2024,1.200,Benzin  ,,Oq,,2024-09
#Spark ,3,"5,500$",2013,124.000,Benzin  ,,Serebristiy,,2024-09
#Gentra ,2,"12,200$",2023,98.000,Benzin + Gaz  ,,Qora,,2024-09
#Nexia 3,3,"7,500$",2018,283.000,Benzin  ,,Oq,,2024-09
#Lada Vesta,2,"7,300$",2019,230.000,Benzin + Gaz ,,Sariq,,2024-09
#Gentra,3,"13,700$",2022,61.700,Benzin + Metan ,,Oq,,2024-09
#Equinox,Full,"25,900$",2021,38.800,Benzin ,,Oq,,2024-09
#Gentra,3,"14,500$",2022,37.000,Benzin + Metan 4 pok ,,Oq,Farg'ona,2024-09
#Nexia 3,2,"7,700$",2017,124.000,Benzin + Metan  ,,Metalika,,2024-09
#Malibu 1,Avtomat,"11,000$",2012,277.000,Benzin + Metan 4 pok ,,Rasmda,,2024-09
#Lacetti,1,"7,000$",2012,268.000,Benzin + Metan ,,Rasmda,,2024-09
#Nexia 2,1.6,"6,500$",2014,400.000,Benzin + Gaz ,,Oq,Namangan,2024-09
#Tracker 2,Premier,"19,800$",2024,10.000,Benzin ,,Qora,,2024-09
#Captiva 2,3,"9,400$",2011,189.000,Benzin + Metan ,,Rasmda,,2024-09
#Gentra,Mexanika,"9,900$",2019,121.000,Benzin + Metan 4 pok ,,Oq,,2024-09
#Cobalt,4,"13,100$",2024,1.100,Benzin ,,Oq,Toshkent,2024-09
#Matiz,Euro,"2,800$",2008,290.000,Benzin + Gaz ,,Chorniy,,2024-09
#Matiz,Euro,"4,500$",2014,120.000,Benzin ,,Hovorang,,2024-09
#Cobalt,2,"8,600$",2018,220.000,Benzin + Propan ,,Oq,,2024-09
#Gentra,3,"15,500$",2022,46.000,Benzin ,,Qora,Toshkent,2024-09
#Gentra,1,"9,500$",2019,37.000,Benzin + Gaz zavod ,,Delfin,,2024-09
#Cobalt,4,"13,000$",2024,25.000,Benzin + Metan Gaz 4 pok ,,Oq,,2024-09
#Gentra,3,"13,200$",2020,62.000,Benzin + Propan ,,Choco,,2024-09
#Cobalt ,4,"13,200$",2024,,Benzin ,,Oq,Buxoro,2024-09
#Spark,2,"6,700$",2016,190.000,Benzin + Gaz 4 pok ,,Oq,,2024-09
#Cobalt,4,"12,600$",2024,39.600,Benzin + Metan ,,Oq,,2024-09
#Cobalt,4,"12,600$",2023,15.800,Benzin + Metan Gaz ,,Oq,,2024-09
#Nexia 3,Avtomat,"9,700$",2020,77.000,Benzin ,,Oq,Toshkent,2024-09
#Nexia 3,3,"10,800$",2018,227.000,Benzin + Metan ,,Oq,,2024-09
#Cobalt,2,"11,000$",2019,103.000,Benzin + Gaz ,,Oq,Sirdaryo,2024-09
#Nexia 3,4,"10,000$",2019,9.812,Benzin ,,Serebrestiy,,2024-09
#Cobalt,4,"13,000$",2024,8.100,Benzin + Propan 4 pok ,,Dark,,2024-09
#Gentra,1,"10,200$",2019,102.500,Benzin ,,Oq,,2024-09
#Cobalt,4,"13,200$",2024,495,Benzin ,,Oq,,2024-09
#Spark,2,"6,600$",2017,171.000,Benzin + Metan 4 pok ,,Delfin,,2024-09
#Cobalt ,4,"8,500$",2014,167.000,Benzin + Gaz  ,,Stalnoy,,2024-09
#Spark,3,"6,000$",2013,270.000,Benzin + Metan ,,Oq,,2024-09
#Nexia 3,Avtomat,"8,350$",2019,211.000,Benzin + Metan ,,Oq,,2024-09
#Gentra,1,"9,999$",2019,149.000,Benzin + Metan ,,Oq,,2024-09
#Gentra,3,"10,800$",2017,212.000,Benzin+ metan 4 pok ,,Oq,Toshkent,2024-09
#Cobalt ,4,"13,200$",2024,40,Benzin  ,,Oq,,2024-09
#Cobalt ,4,"10,900$",2018,63.000,Benzin  ,,Oq,,2024-09
#Cobalt ,4,"13,100$",2024,10.000,Benzin + gaz ,,Oq,,2024-09
#Gentra ,3,"14,000$",2022,50.000,Benzin + g az ,,Qora,,2024-09
#Spark ,2,"6,900$",2017,190.000,Benzin + gaz ,10%,Oq,Andijon,2024-09
#Gentra ,1,"12,900$",2023,27.000,Benzin + propan 4 pok ,,Qora,Andijon,2024-09
#Matiz ,Best,"4,600$",2013,147.000,Benzin + gaz ,,Oq,,2024-09
#Gentra ,Elegant,"12,200$",2020,55.000,Benzin  ,,Oq,,2024-09
#Matiz MX,Gidravlika,"2,550$",2005,305.000,Benzin + metan ,,Oq,,2024-09
#Gentra ,1,"10,900$",2020,86.000,Benzin + gaz zavodskoy ,,Oq,,2024-09
#Cobalt ,4,"12,700$",2023,19.000,Benzin + gaz 4 pok  ,,Oq,,2024-09
#Damas,2,"8,200$",2024,16.000,Benzin + Gaz  ,,Rasmda,Asaka,2024-09
#Gentra ,3,"13,700$",2021,"33,500",Benzin  ,,,Toshkent,2024-09
#Gentra ,4,"15,500$",2022,59.000,Benzin + propan 4 pok  ,,Qora,Farg'ona,2024-09
#Cobalt ,4,"13,300$",2024,5.200,Benzin + propan 4 pok  ,,Mokriy,Toshkent ,2024-09
#Spark,2,"4,100$",2011,270.000,Benzin + Gaz ,,Oq,,2024-09
#Cobalt ,4,"13,200$",2024,495,Benzin ,,Oq,Namangan,2024-09
#Lacetti,1,"6,700$",2013,250.000,Benzin+gaz ,30%,Oq,,2024-09
#Nexia 3,4,"9,800$",2020,64.000,Benzin + Metan 4 pok ,,Oq,,2024-09
#Gentra ,3,"15,950$",2023,16.000,Benzin ,,Oq,Toshkent ,2024-09
#Nexia 3,2,"7,800$",2020,177.000,Benzin + Metan  ,20%,Mokriy,,2024-09
#Spark,2,"5,200$",2012,190.000,Benzin ,,Stalnoy,,2024-09
#Cobalt ,4,"13,250$",2024,2.500,Benzin  ,,Oq,Buxoro,2024-09
#Nexia 2,DOHC,"4,500$",2009,432.000,Benzin + metan ,,Oq,,2024-09
#Gentra ,3,"11,000$",2018,109.000,Benzin ,,Oq,,2024-09
#Gentra ,1,"11,500$",2020,73.000,Benzin  ,,Oq,,2024-09
#Cobalt,4,"12,200$",2022,41.000,Benzin + Gaz ,,Oq,,2024-09
#Nexia 3,2,"7,700$",2017,124.000,Benzin + Metan  ,,Metalika,,2024-09
#Monza,1.5L,"17,500$",2023,15.500,Benzin ,,Oq,,2024-09
#Nexia 3,2,"7,400$",2018,63.000,Benzin + Metan ,,Oq,,2024-09
#Nexia 3,Full,"9,000$",2017,160.000,Benzin + Propan ,,Oq,,2024-09
#Gentra,1,"11,000$",2021,59.000,Benzin ,,Oq,,2024-09
#Gentra,1,"11,200$",2021,69.000,Benzin + Gaz ,,Oq,,2024-09
#Cobalt,2,"9,500$",2019,167.000,Benzin + Metan ,,Oq,,2024-09
#Matiz,Best,"5,000$",2017,192.000,Benzin + Gaz ,,Rasmda,,2024-09
#Gentra,1,"11,300$",2022,72.000,Benzin + Metan 4 pok ,,Qora,,2024-09
#Cobalt,4,"11,500$",2021,70.000,Benzin ,,Mokriy,,2024-09
#Gentra,Avtomat,"9,900$",2018,232.000,Benzin ,,Oq,,2024-09
#Jeep Rubicon,4x4,"87,000$",2022,60.000,Benzin + Hybrid ,,Qora,,2024-09
#Spark ,2,"5,300$",2011,293.000,Benzin ,,Oq,,2024-09
#Cobalt,4,"12,600$",2023,20.000,Benzin ,,Oq,Surxondaryo,2024-09
#Traverse,Amerikanskiy,"34,999$",2018,134.000,Benzin ,,Qora,,2024-09
#Nexia 2,4,"6,600$",2015,142.000,Benzin + Gaz ,,Mokriy,,2024-09
#Gentra,3,"11,000$",2017,161.000,Benzin ,,Oq,,2024-09
#Gentra,2,"14,400$",2022,6.000,Benzin ,,Oq,,2024-09
#Nexia 2,Dons,"6,200$",2015,98.000,Benzin + Metan ,,Stalnoy,,2024-09
#Spark,1,"5,500$",2014,244.000,Benzin + Metan Gaz ,30%,Oq,,2024-09
#Gentra,Mexanika,"11,500$",2021,68.500,Benzin + Metan 4 pok ,,Oq,,2024-09
#Captiva,2,"15,000$",2012,44.200,Benzin ,,Qora,,2024-09
#Cobalt,4,"13,200$",2024,,Benzin ,,Oq,Toshkent,2024-09
#Cobalt,2,"8,200$",2014,180.000,Benzin ,,Serebrestiy,,2024-09
#Onix,2,"12,300$",2023,1.170,Benzin ,,Oq,,2024-09
#Spark,3,"8,500$",2018,39.992,Benzin ,,Oq,,2024-09
#Gentra,3,"14,300$",2021,45.000,Benzin + Propan ,,Qora,Toshknet,2024-09
#Cobalt,4,"12,200$",2023,30.000,Benzin ,,Oq,,2024-09
#Gentra,3,"10,999$",2017,212.000,Benzin+ metan 4 pok ,,Oq,Toshkent,2024-09
#Gentra,1,"10,100$",2019,149.000,Benzin + Metan ,,Oq,,2024-09
#Nexia 3,Avtomat,"8,450$",2019,211.000,Benzin + Metan ,,Oq,,2024-09
#Gentra,Avtomat,"10,200$",2014,95.000,Benzin ,,Qora,,2024-09
#Gentra ,3,"14,700$",2022,29.300,Benzin ,,Qora,,2024-09
#Cobalt,4,"12,900$",2024,0,Benzin ,,Oq,,2024-09
#Gentra ,Full,"14,500$",2023,35.000,Benzin + metan 4 pok  ,,Oq,Qashqadaryo,2024-09
#Gentra ,Euro,"9,200$",2014,228.000,Benzin  ,,Malochniy,Toshkent,2024-09
#Gentra ,4,"15,000$",2023,12.000,Benzin  ,,Qora,Toshkent ,2024-09
#Gentra ,2,"9,900$",2016,103.000,Benzin ,,Mokriy,Toshkent,2024-09
#Spark,Optima,"9,000$",2021,39.000,Benzin + Metan ,,Oq,,2024-09
#Gentra,2,"8,000$",2015,277.000,Benzin + Metan ,,Oq,Farg'ona,2024-09
